Tipo de Coeficiente;Coeficiente;Erro Padrão;AIC;BIC;store_id;Modelo;store_type;store_size;city_code
ar.L2;-0,342541114;0,101149682;1475,623013;1489,259952;S0059; ARIMA(2,1,1)(0,0,0)[52] intercept;ST03;15;ISTANBUL
ma.L1;-0,698958936;0,11617191;1475,623013;1489,259952;S0059; ARIMA(2,1,1)(0,0,0)[52] intercept;ST03;15;ISTANBUL
sigma2;24946,4166;3624,685513;1475,623013;1489,259952;S0059; ARIMA(2,1,1)(0,0,0)[52] intercept;ST03;15;ISTANBUL
ma.L1;-0,86270848;0,084176219;1152,586715;1159,374754;S0061; ARIMA(0,1,1)(1,0,0)[52]          ;ST04;35;VAN
ar.S.L52;0,395205063;0,183192768;1152,586715;1159,374754;S0061; ARIMA(0,1,1)(1,0,0)[52]          ;ST04;35;VAN
sigma2;510319,4717;93982,46331;1152,586715;1159,374754;S0061; ARIMA(0,1,1)(1,0,0)[52]          ;ST04;35;VAN
ma.L1;-0,707695969;0,061561608;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
ma.L2;-0,289363836;0,071325257;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
ma.L3;0,157602219;0,069377517;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
ar.S.L52;0,13657815;0,058162964;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
ar.S.L104;0,553157229;0,053034057;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
sigma2;3778636,694;7,98E-09;2470,188665;2487,575703;S0062; ARIMA(0,1,3)(2,0,0)[52]          ;ST04;47;ISTANBUL
ma.L1;-0,729318147;0,061543419;1968,637428;1974,433107;S0067; ARIMA(0,1,1)(0,0,0)[52]          ;ST04;16;ISTANBUL
sigma2;135332,3776;7775,29194;1968,637428;1974,433107;S0067; ARIMA(0,1,1)(0,0,0)[52]          ;ST04;16;ISTANBUL
intercept;2,386786227;1,26661404;1665,727599;1674,421119;S0068; ARIMA(0,1,1)(0,0,0)[52] intercept;ST03;14;IZMIR
ma.L1;-0,921020358;0,035668668;1665,727599;1674,421119;S0068; ARIMA(0,1,1)(0,0,0)[52] intercept;ST03;14;IZMIR
sigma2;13825,00111;744,3631979;1665,727599;1674,421119;S0068; ARIMA(0,1,1)(0,0,0)[52] intercept;ST03;14;IZMIR
ma.L1;-0,460131039;0,119267332;890,4688698;896,7519035;S0071; ARIMA(0,1,2)(0,0,0)[0]          ;ST04;32;ISTANBUL
ma.L2;-0,287650005;0,188058894;890,4688698;896,7519035;S0071; ARIMA(0,1,2)(0,0,0)[0]          ;ST04;32;ISTANBUL
sigma2;145444,043;18952,20788;890,4688698;896,7519035;S0071; ARIMA(0,1,2)(0,0,0)[0]          ;ST04;32;ISTANBUL
intercept;16,11506368;6,645575702;1944,945451;1953,638971;S0072; ARIMA(0,1,1)(0,0,0)[52] intercept;ST04;29;ISTANBUL
ma.L1;-0,825967443;0,064367242;1944,945451;1953,638971;S0072; ARIMA(0,1,1)(0,0,0)[52] intercept;ST04;29;ISTANBUL
sigma2;111807,6708;6940,204985;1944,945451;1953,638971;S0072; ARIMA(0,1,1)(0,0,0)[52] intercept;ST04;29;ISTANBUL
intercept;3,93612333;2,738760029;1798,567477;1810,158836;S0073; ARIMA(0,1,1)(0,0,1)[52] intercept;ST04;19;ISTANBUL
ma.L1;-0,890275575;0,043710019;1798,567477;1810,158836;S0073; ARIMA(0,1,1)(0,0,1)[52] intercept;ST04;19;ISTANBUL
ma.S.L52;0,222400566;0,083067241;1798,567477;1810,158836;S0073; ARIMA(0,1,1)(0,0,1)[52] intercept;ST04;19;ISTANBUL
